State,Year,Month,ActivityLevel,Temp,Precipitation,PMDI
Arkansas,2011,12,1,64.4,2.56,-1.07
Arkansas,2012,1,1,73.2,1.47,-2.7
Arkansas,2012,2,1,78,1.98,-3.36
Arkansas,2012,3,4,84.1,2.82,-4.01
Arkansas,2012,3,1,80.2,4.37,-3.47
Arkansas,2012,5,1,73.5,5.01,-2.37
Arkansas,2012,6,1,59.3,3.29,-2.03
Arkansas,2012,6,1,50.2,1.74,-3.11
Arkansas,2012,8,0,46.5,3.9,-3.17
Arkansas,2012,9,0,42.1,6.03,-1.55
Arkansas,2012,9,0,43.3,4.07,-1.22
Arkansas,2010,11,1,46.6,3.51,-1.6
Arkansas,2010,12,1,58.5,5.23,-0.9
Arkansas,2011,1,2,67.2,6.29,0.03
Arkansas,2011,2,10,77.1,3.32,-0.28
Arkansas,2011,3,10,78,4.04,0.28
Arkansas,2011,4,1,78.4,3.83,0.86
Arkansas,2011,5,1,75.4,3.47,0.66
Arkansas,2011,6,1,61.5,4.84,0.98
Arkansas,2011,7,0,47.5,3.85,0.85
Arkansas,2011,8,0,40.1,5.75,1.25
Arkansas,2011,9,0,35.2,1.98,-0.25
Arkansas,2011,10,0,38.8,2.67,-0.75
Arkansas,2009,9,4,46.5,4.66,-0.62
Arkansas,2009,10,8,59.6,5.54,0.3
Arkansas,2009,11,10,68.1,6.05,0.52
Arkansas,2009,12,2,76.7,6.24,1.2
Arkansas,2010,1,1,75.4,4.34,1.69
Arkansas,2010,2,2,78.7,2.89,1.86
Arkansas,2010,3,2,72.6,2.42,0.95
Arkansas,2010,4,1,63.7,5.43,1.78
Arkansas,2010,5,1,44.9,2.68,0.93
Arkansas,2010,6,1,43.8,3.01,-0.1
Arkansas,2010,7,1,38.6,3.49,-0.38
Arkansas,2010,8,1,36.1,3.18,-0.67
Arkansas,2010,9,1,49.7,8.02,0.98
Arkansas,2010,10,1,62.5,5.75,1.07
Arkansas,2009,1,1,69.3,10.56,2.36
Arkansas,2009,2,6,78.1,3.99,1.96
Arkansas,2009,3,4,81.9,4.92,2.2
Arkansas,2009,4,1,78.1,3.02,2.06
Arkansas,2009,5,1,74.8,1.47,0.03
Arkansas,2009,6,0,63.5,3.75,-0.17
Arkansas,2009,7,0,54.2,10.72,2.35
Arkansas,2009,8,1,50,8.44,3.19
Louisiana,2015,11,1,50.5,2.47,-1.01
Louisiana,2015,12,2,55.6,2.17,-1.77
Louisiana,2014,11,3,60.4,6.96,-0.24
Louisiana,2014,12,10,65.5,4.55,-0.07
Louisiana,2015,1,10,74.3,4.7,-0.34
Louisiana,2015,2,9,81.6,1.47,-1.77
Louisiana,2015,3,5,82.6,6.69,-1.34
Louisiana,2015,4,3,81.2,3.65,-1.85
Louisiana,2015,5,1,77.4,6.11,-0.53
Louisiana,2015,6,1,66.7,13.04,3.05
Louisiana,2015,7,1,58.3,1.71,1.41
Louisiana,2015,8,1,48.1,10.53,3.54
Louisiana,2015,9,1,45.6,3.5,2.29
Louisiana,2015,10,1,44.8,5.44,2.68
Louisiana,2013,11,4,55.1,2.42,0.97
Louisiana,2013,12,8,67.6,1.28,-1.12
Louisiana,2014,1,10,77.3,3.24,-2.24
Louisiana,2014,2,8,83.5,4.31,-2.56
Louisiana,2014,3,4,83.4,5.48,-2.62
Louisiana,2014,3,2,85,6.08,-2.02
Louisiana,2014,5,1,79.8,1.3,-3.2
Louisiana,2014,5,1,68.3,1.29,-3.57
Louisiana,2014,6,1,59,5.36,-3.07
Louisiana,2014,8,1,48.1,2.05,-3.84
Louisiana,2014,8,1,46.9,4.75,-3.52
Louisiana,2014,9,1,52.5,2.1,-3.96
Louisiana,2012,11,4,62,3.88,-4.01
Louisiana,2012,12,10,70.5,2.5,-4.3
Louisiana,2013,1,10,73.7,1.51,-4.99
Louisiana,2013,2,8,83.8,3.3,-5.35
Louisiana,2013,3,3,84.1,6.16,-5
Louisiana,2013,3,3,86.7,1.71,-5.91
Louisiana,2013,5,1,76.1,7,-3.7
Louisiana,2013,6,1,65.5,0.9,-4.35
Louisiana,2013,6,1,59.7,3.69,-4.53
Louisiana,2013,8,1,51.3,5.51,-4.15
Louisiana,2013,8,1,55.2,4.7,-3.97
Louisiana,2013,9,1,56.1,7.4,-2.05
Louisiana,2011,11,2,67.4,8.02,-0.62
Louisiana,2011,12,2,69.4,4.79,-0.6
Louisiana,2012,1,4,76.3,2.17,-2.4
Louisiana,2012,2,1,80.7,4.25,-2.83
Louisiana,2012,3,2,82.3,7.74,-1.42
Louisiana,2012,3,3,82,8.86,1.76
Louisiana,2012,5,1,77.4,5.66,2.24
Louisiana,2012,6,1,65.8,1.63,1.43
Louisiana,2012,6,1,57,1.68,-0.25
Louisiana,2012,8,1,55,5.98,-0.2
Louisiana,2012,9,1,52.5,10.93,2.39
Louisiana,2012,9,1,54.3,6.28,2.54
Louisiana,2010,11,1,55.3,1.47,0.14
Louisiana,2010,12,2,64.6,6.7,1.3
Louisiana,2011,1,7,71.7,5.43,1.47
Louisiana,2011,2,10,80.9,4.58,1.22
Louisiana,2011,3,6,80.7,4.41,0.44
Louisiana,2011,4,1,82,2.94,-0.88
Louisiana,2011,5,1,79.9,5.71,-0.59
Louisiana,2011,6,1,68.6,4.18,-0.4
Louisiana,2011,7,1,55,5.02,0.46
Louisiana,2011,8,1,49.6,3.78,-0.57
Louisiana,2011,9,1,43.4,2.06,-1.25
Louisiana,2011,10,1,50.2,5.56,-0.26
Louisiana,2009,9,10,55,4.47,-0.17
Louisiana,2009,10,10,65.5,4.49,-0.04
Louisiana,2009,11,10,71.9,7.46,0.93
Louisiana,2009,12,8,79.8,6.23,1.33
Louisiana,2010,1,6,80,5.95,1.58
Louisiana,2010,2,9,81.3,5.8,2.06
Louisiana,2010,3,6,78.1,2.99,1.32
Louisiana,2010,4,1,69,3.28,1.06
Louisiana,2010,5,1,53.1,3.5,0.55
Louisiana,2010,6,1,53.7,4.15,-0.52
Louisiana,2010,7,1,47.2,5.86,0
Louisiana,2010,8,1,47.5,3.03,-0.74
Louisiana,2010,9,1,60.5,5.85,-0.47
Louisiana,2010,10,1,69.9,8.19,0.91
Louisiana,2009,1,1,74.8,8.24,1.61
Louisiana,2009,2,9,80.5,5.42,1.68
Louisiana,2009,3,3,84.2,3,-0.57
Louisiana,2009,4,1,82.6,2.66,-1.59
Louisiana,2009,5,10,78.5,2.76,-2.13
Louisiana,2009,6,1,69.7,7.52,0.36
Louisiana,2009,7,1,62.7,9.09,1.99
Louisiana,2009,8,1,59.1,5.69,1.48
Mississippi,2015,11,1,45.1,3.69,1.04
Mississippi,2015,12,3,50.6,3.32,-0.49
Mississippi,2014,11,1,57.6,8.32,0.68
Mississippi,2014,12,10,62.9,3.53,-0.29
Mississippi,2015,1,10,71.8,8.69,1.91
Mississippi,2015,2,10,80.2,1.55,-0.4
Mississippi,2015,3,10,79.4,6.98,0.62
Mississippi,2015,4,3,78.7,3.69,0.49
Mississippi,2015,5,1,75.8,7.86,2.32
Mississippi,2015,6,1,62.6,9.89,4.38
Mississippi,2015,7,1,54.7,2,2.53
Mississippi,2015,8,1,44.3,8.89,3.89
Mississippi,2015,9,1,40.6,5.14,3.51
Mississippi,2015,10,1,40.7,4.31,2.83
Mississippi,2013,11,6,52.3,3.89,1.34
Mississippi,2013,12,10,65.1,2.77,-0.3
Mississippi,2014,1,10,74.4,5.89,0
Mississippi,2014,2,6,82.2,3.11,-0.97
Mississippi,2014,3,2,82.7,4.15,-1.6
Mississippi,2014,3,1,83.8,4.91,-1.29
Mississippi,2014,5,1,77.1,0.84,-2.33
Mississippi,2014,5,1,65.1,1.73,-2.57
Mississippi,2014,6,1,55.7,5.58,-1.77
Mississippi,2014,8,1,42.3,1.59,-2.85
Mississippi,2014,8,1,42.2,4.44,-2.73
Mississippi,2014,9,1,49.8,2.71,-3.19
Mississippi,2012,11,2,57.8,6.8,-2.52
Mississippi,2012,12,10,67,6.34,-1.82
Mississippi,2013,1,10,70.6,1.99,-2.77
Mississippi,2013,2,7,82.2,3.26,-3.11
Mississippi,2013,3,5,82.9,5.69,-2.95
Mississippi,2013,3,2,83,2.31,-3.53
Mississippi,2013,5,1,72.5,7.98,-0.03
Mississippi,2013,6,1,61.3,1.11,-0.52
Mississippi,2013,6,1,56.1,4.1,-0.64
Mississippi,2013,8,1,48,6.11,-0.16
Mississippi,2013,8,1,50.8,4.23,-0.78
Mississippi,2013,9,1,52.2,5.72,-0.46
Mississippi,2011,11,1,65.4,6.76,-0.66
Mississippi,2011,12,3,65.8,3.39,-1.35
Mississippi,2012,1,1,74.3,3.13,-2.25
Mississippi,2012,2,2,78.2,3.46,-2.26
Mississippi,2012,3,5,81.9,7.02,-1.05
Mississippi,2012,3,3,79.5,8.71,2.16
Mississippi,2012,5,1,74.4,4.18,2.43
Mississippi,2012,6,1,62.1,3.18,2.51
Mississippi,2012,6,1,52,2.18,1
Mississippi,2012,8,1,51.6,7.2,1.6
Mississippi,2012,9,1,49.1,9.07,2.69
Mississippi,2012,9,1,49,7.12,2.97
Mississippi,2010,11,1,50.4,4,1.64
Mississippi,2010,12,5,62.1,6.62,2.29
Mississippi,2011,1,9,68.9,6.11,2.72
Mississippi,2011,2,9,78.9,4.15,2.5
Mississippi,2011,3,1,78.8,4.36,2.15
Mississippi,2011,4,1,79.7,3.28,1.69
Mississippi,2011,5,1,77,5.29,2.17
Mississippi,2011,6,1,65.4,2.27,1.39
Mississippi,2011,7,1,51.1,5.25,1.72
Mississippi,2011,8,1,46.7,5.41,1.45
Mississippi,2011,9,1,38.5,2.08,-0.61
Mississippi,2011,10,1,46.3,6,0.02
Mississippi,2009,9,10,51.6,5.6,-0.11
Mississippi,2009,10,10,62.7,8.86,1.66
Mississippi,2009,11,2,70.8,5.16,1.67
Mississippi,2009,12,5,78.6,6.96,2.47
Mississippi,2010,1,2,77.5,4.14,2.31
Mississippi,2010,2,5,79.8,3.71,2.36
Mississippi,2010,3,6,76.5,2.54,1.32
Mississippi,2010,4,1,66.5,4.28,1.82
Mississippi,2010,5,1,48.8,3.17,1.02
Mississippi,2010,6,1,50.2,5.72,0.82
Mississippi,2010,7,1,43.8,4.7,0.35
Mississippi,2010,8,1,41.9,4.09,-0.2
Mississippi,2010,9,1,57.7,6.4,-0.23
Mississippi,2010,10,1,67,6.09,-0.07
Mississippi,2009,1,4,72.3,6.18,0.55
Mississippi,2009,2,10,79.2,4.05,0.44
Mississippi,2009,3,10,82.8,4.4,-0.23
Mississippi,2009,4,2,80.1,3.14,-0.54
Mississippi,2009,5,1,76.3,1.58,-1.26
Mississippi,2009,6,1,66.5,5.26,0.47
Mississippi,2009,7,1,59.2,7.45,1.13
Mississippi,2009,8,1,56.7,7.23,1.26
Tennessee,2015,11,1,35.3,4.61,-0.64
Tennessee,2015,12,1,42.3,2.66,-1.91
Tennessee,2014,11,1,50.3,4.52,-2.32
Tennessee,2014,12,3,57.2,4.33,-2.02
Tennessee,2015,1,10,66.4,8.36,1.3
Tennessee,2015,2,8,75.6,3.66,0.88
Tennessee,2015,3,3,73.7,6.96,2.09
Tennessee,2015,4,1,74.9,3.34,2.04
Tennessee,2015,5,1,70.6,7.13,3.29
Tennessee,2015,6,1,56.3,6.81,4.71
Tennessee,2015,7,1,50.5,2.02,2.99
Tennessee,2015,8,1,37.9,5.88,3.36
Tennessee,2015,9,1,32.8,5.3,3.24
Tennessee,2015,10,1,33.7,3.12,1.96
Tennessee,2013,11,1,47.2,3.88,0.68
Tennessee,2013,12,2,60.9,3.09,-0.83
Tennessee,2014,1,10,69.1,9.01,1.85
Tennessee,2014,2,6,78.4,3.33,0.71
Tennessee,2014,3,1,79.8,4.34,-0.02
Tennessee,2014,3,1,79.8,4.37,-0.15
Tennessee,2014,5,1,71.6,2.02,-1.23
Tennessee,2014,5,1,59.2,2.75,-1.34
Tennessee,2014,6,1,49.8,5.64,-0.56
Tennessee,2014,8,1,32.7,2.8,-1.36
Tennessee,2014,8,1,33.9,3.18,-1.66
Tennessee,2014,9,1,43.1,4.21,-1.7
Tennessee,2012,11,1,50.6,6.96,-0.41
Tennessee,2012,12,10,61,9.83,2.23
Tennessee,2013,1,10,65.7,5.02,2.23
Tennessee,2013,2,4,76.5,5.68,2.55
Tennessee,2013,3,1,80,3.17,0.9
Tennessee,2013,3,2,77.8,1.58,-1.39
Tennessee,2013,5,1,68.1,6.56,0.95
Tennessee,2013,6,1,56.8,2.55,0.81
Tennessee,2013,6,1,51,7.56,2.36
Tennessee,2013,8,1,42.8,6.29,2.53
Tennessee,2013,8,1,42.4,4.88,2.01
Tennessee,2013,9,1,44.5,2.9,0.21
Tennessee,2011,11,1,59.9,4.86,-1.28
Tennessee,2011,12,1,60,2.01,-2.15
Tennessee,2012,1,1,70.5,3.25,-2.66
Tennessee,2012,2,1,73.6,2.15,-3.13
Tennessee,2012,3,2,80.5,5.75,-2.79
Tennessee,2012,3,1,75.6,3.58,-2.71
Tennessee,2012,5,1,69.1,5.81,-0.59
Tennessee,2012,6,1,56.7,4.09,0.8
Tennessee,2012,6,1,45.8,1.7,-0.43
Tennessee,2012,8,1,45.6,5.91,0.22
Tennessee,2012,9,1,41,8.64,1.62
Tennessee,2012,9,1,40.8,3.01,0.01
Tennessee,2010,11,1,42.7,4.97,-0.07
Tennessee,2010,12,1,56.8,7.88,2.08
Tennessee,2011,1,1,65.1,5.66,2.35
Tennessee,2011,2,10,74.2,5.83,2.82
Tennessee,2011,3,6,74.8,6.96,3.76
Tennessee,2011,4,1,74.7,4.25,3.91
Tennessee,2011,5,1,70.7,3.72,3.8
Tennessee,2011,6,1,59.5,1.85,2.83
Tennessee,2011,7,1,44.8,3.71,2.45
Tennessee,2011,8,1,40.4,6.79,3.16
Tennessee,2011,9,1,30,2.7,1.52
Tennessee,2011,10,1,38.3,5.18,1.66
Tennessee,2009,9,10,45,3.93,0.55
Tennessee,2009,10,9,58.6,5.81,1.39
Tennessee,2009,11,6,67.3,2.91,0.03
Tennessee,2009,12,1,74.8,6.81,1.9
Tennessee,2010,1,1,73.4,4.13,2.04
Tennessee,2010,2,1,75.9,5,2.58
Tennessee,2010,3,1,70.7,2.23,1.6
Tennessee,2010,4,1,60.2,7.01,3.28
Tennessee,2010,5,1,42.4,3.22,2.95
Tennessee,2010,6,1,42.8,4.59,2.41
Tennessee,2010,7,1,36.1,2.81,0.83
Tennessee,2010,8,1,31.4,4.56,0.75
Tennessee,2010,9,1,48.9,5.41,0.51
Tennessee,2010,10,1,60.1,5.96,1.3
Tennessee,2009,1,1,68,3.69,0.42
Tennessee,2009,2,1,75.9,4.76,0.7
Tennessee,2009,3,2,78.2,6.48,1.99
Tennessee,2009,4,1,74.2,4.53,2.41
Tennessee,2009,5,1,70.9,2.73,1.83
Tennessee,2009,6,1,59.7,3.96,2.25
Tennessee,2009,7,1,53.5,6.38,2.69
Tennessee,2009,8,1,51.3,7.9,3.11
Kentucky,2015,11,1,30.2,4.59,-0.78
Kentucky,2015,12,1,38.9,2.47,-1.56
Kentucky,2014,11,1,48.1,3.25,-2.32
Kentucky,2014,12,3,55.8,4.84,-1.41
Kentucky,2015,1,7,64.8,6.61,0.52
Kentucky,2015,2,2,73.9,5.69,1.43
Kentucky,2015,3,1,71.8,6.66,2.49
Kentucky,2015,4,1,73.6,3.12,2.22
Kentucky,2015,5,1,69,5.49,2.96
Kentucky,2015,6,1,53.8,6.38,4.67
Kentucky,2015,7,1,49.2,1.07,2.94
Kentucky,2015,8,1,35.6,4.18,3.06
Kentucky,2015,9,1,29.8,3.52,2.42
Kentucky,2015,10,1,30.6,2.25,1.18
Kentucky,2013,11,2,46.5,2.69,-0.6
Kentucky,2013,12,2,59.9,3.19,-1.78
Kentucky,2014,1,6,67.3,8.21,0.48
Kentucky,2014,2,4,77.1,4.25,0.06
Kentucky,2014,3,2,78.4,4.58,-0.21
Kentucky,2014,3,1,78.3,3.45,-0.79
Kentucky,2014,5,1,70,1.81,-1.5
Kentucky,2014,5,1,58.2,1.69,-1.97
Kentucky,2014,6,1,47.1,4.9,-1.69
Kentucky,2014,8,1,29,3.01,-1.89
Kentucky,2014,8,1,30.2,2.16,-2.22
Kentucky,2014,9,1,39.1,4.88,-1.05
Kentucky,2012,11,1,47.9,5.51,-0.42
Kentucky,2012,12,1,58.8,12.07,3.35
Kentucky,2013,1,3,64.2,6.75,3.82
Kentucky,2013,2,3,74.2,5.36,3.85
Kentucky,2013,3,2,79.5,3.94,2.66
Kentucky,2013,3,1,75.8,2.31,1
Kentucky,2013,5,1,66.9,5.89,2.94
Kentucky,2013,6,1,55.6,2.94,3.02
Kentucky,2013,6,1,49.9,7.58,4.09
Kentucky,2013,8,1,41.1,4.95,4.08
Kentucky,2013,8,0,38.7,3.8,3.38
Kentucky,2013,9,1,41.2,2.32,1.77
Kentucky,2011,11,1,58.1,4.5,0.25
Kentucky,2011,12,1,57.3,2.33,-1.5
Kentucky,2012,1,1,69.4,4.25,-1.9
Kentucky,2012,2,1,72.5,1.5,-2.66
Kentucky,2012,3,1,80.5,5.54,-2.47
Kentucky,2012,3,1,74.6,3.17,-2.59
Kentucky,2012,5,1,67.3,5.88,-0.03
Kentucky,2012,6,1,55.2,3.03,0.78
Kentucky,2012,6,1,43.2,1.34,-0.38
Kentucky,2012,8,1,43,5.55,0.67
Kentucky,2012,9,1,36.7,5.6,1.29
Kentucky,2012,9,1,36.8,2.19,-0.33
Kentucky,2010,11,1,39.4,4.95,0.25
Kentucky,2010,12,1,55.2,4.96,0.96
Kentucky,2011,1,3,64.9,4.44,0.78
Kentucky,2011,2,7,72.9,6.23,1.7
Kentucky,2011,3,4,74,6.42,2.51
Kentucky,2011,4,1,73.7,4.14,2.69
Kentucky,2011,5,1,69.1,3.66,2.68
Kentucky,2011,6,1,57.6,3.66,3.05
Kentucky,2011,7,1,42.8,3.4,3.1
Kentucky,2011,8,1,37.4,6.13,3.66
Kentucky,2011,9,1,26.8,2.34,2.21
Kentucky,2011,10,1,33.2,4.47,2.57
Kentucky,2009,9,10,41.5,3.44,1.5
Kentucky,2009,10,10,57.5,6.43,2.78
Kentucky,2009,11,5,66.1,3.65,1.74
Kentucky,2009,12,1,74.1,3.98,1.23
Kentucky,2010,1,1,72.6,3.67,0.68
Kentucky,2010,2,1,75.1,5.46,1.95
Kentucky,2010,3,1,68.2,2.19,0.81
Kentucky,2010,4,1,57.7,5.69,2.53
Kentucky,2010,5,1,39.8,2.43,2.35
Kentucky,2010,6,1,39.7,3.36,1.84
Kentucky,2010,7,1,32.3,1.97,0.23
Kentucky,2010,8,1,26.3,3.26,-0.09
Kentucky,2010,9,1,44.5,6.34,1.08
Kentucky,2010,10,1,57.4,8.28,2.85
Kentucky,2009,1,1,67.3,2.67,0.94
Kentucky,2009,2,3,74.2,5.47,1.62
Kentucky,2009,3,5,76.5,9.37,3.85
Kentucky,2009,4,2,72.8,3.19,3.54
Kentucky,2009,5,1,70.2,2.89,2.86
Kentucky,2009,6,1,57.8,3.96,3.37
Kentucky,2009,7,1,50.9,4.38,3.4
Kentucky,2009,8,1,48.7,6.52,3.8
Illinois,2015,11,2,20.6,1.01,3.25
Illinois,2015,12,3,32.5,2.43,3.6
Illinois,2014,11,1,43.6,4.05,3.59
Illinois,2014,12,9,51.4,6.16,4.22
Illinois,2015,1,4,62.8,5.65,4.34
Illinois,2015,2,2,72.7,5.12,4.28
Illinois,2015,3,3,70.3,4.59,4.52
Illinois,2015,4,4,70.9,4.72,4.95
Illinois,2015,5,1,65.9,2.28,4.17
Illinois,2015,6,1,50.1,8.49,6.52
Illinois,2015,7,1,47.2,2.48,6.07
Illinois,2015,8,1,29.1,3.98,6.33
Illinois,2015,9,1,21.5,1.44,5.36
Illinois,2015,10,1,25.7,1.53,4.58
Illinois,2013,11,1,43.8,2.74,3.44
Illinois,2013,12,2,58.7,3.36,2.01
Illinois,2014,1,9,64.3,5.4,2.44
Illinois,2014,2,2,74.9,7.71,4.24
Illinois,2014,3,1,77.6,5.35,4.49
Illinois,2014,3,1,76.8,3.18,3.93
Illinois,2014,5,1,67.2,3.73,3.82
Illinois,2014,5,1,56.5,1.32,2.2
Illinois,2014,6,1,43.7,3.15,1.9
Illinois,2014,8,1,24,1.77,1.22
Illinois,2014,8,1,22.7,1.19,0.49
Illinois,2014,9,1,30.2,3.24,1.87
Illinois,2012,11,2,41.6,2.72,1.18
Illinois,2012,12,6,53.1,7.62,3.18
Illinois,2013,1,10,62.1,5.28,3.3
Illinois,2013,2,7,72.9,6.69,3.96
Illinois,2013,3,5,79.9,3.61,3.22
Illinois,2013,3,4,74.8,1.87,1.32
Illinois,2013,5,1,63.6,3.56,1.37
Illinois,2013,6,1,55.2,1.8,0.19
Illinois,2013,6,1,45.8,5.17,1.11
Illinois,2013,8,1,35.9,3.35,1.75
Illinois,2013,8,1,31.9,1.89,1.61
Illinois,2013,9,1,35.8,1.48,0.99
Illinois,2011,11,1,55.5,2.08,-1.29
Illinois,2011,12,1,54.6,3.13,-1.51
Illinois,2012,1,3,68.1,2.47,-2.24
Illinois,2012,2,4,72.6,1.73,-3.06
Illinois,2012,3,6,81.8,1.4,-4.35
Illinois,2012,3,3,73.6,3.5,-4.28
Illinois,2012,5,2,64.9,5.04,-2.76
Illinois,2012,6,1,52.5,3.93,-1.52
Illinois,2012,6,1,41.2,1.21,-2.73
Illinois,2012,8,1,36.8,2.25,-3.14
Illinois,2012,9,1,29.2,3.81,-1.17
Illinois,2012,9,2,29.9,2.65,0.11
Illinois,2010,11,1,34.3,2.61,0.21
Illinois,2010,12,1,50.2,6.93,2.27
Illinois,2011,1,4,63.9,6.57,2.86
Illinois,2011,2,10,71.5,5.33,3.1
Illinois,2011,3,6,73.1,3.16,2.68
Illinois,2011,4,3,72.8,1.44,0.74
Illinois,2011,5,1,68.6,1.69,-1.16
Illinois,2011,6,1,54.5,3.33,-0.93
Illinois,2011,7,1,38.8,2.49,-1.31
Illinois,2011,8,1,26.2,2.48,-1.25
Illinois,2011,9,1,19.3,1.72,-1.04
Illinois,2011,10,1,19.5,2.22,-0.08
Illinois,2009,9,2,34.4,1.46,-1.18
Illinois,2009,10,7,52.4,5.15,0.56
Illinois,2009,11,10,63.7,3.29,-0.36
Illinois,2009,12,5,73,6.77,1.14
Illinois,2010,1,3,70.3,3.29,1.17
Illinois,2010,2,3,73.8,5.19,1.96
Illinois,2010,3,2,64.7,4.11,2.36
Illinois,2010,4,1,54.3,4.33,3.04
Illinois,2010,5,1,34.6,1.86,3.04
Illinois,2010,6,1,33.9,1.9,2.76
Illinois,2010,7,1,25.7,1.5,2.2
Illinois,2010,8,1,19.4,1.43,1.61
Illinois,2010,9,1,38.3,2.35,0.82
Illinois,2010,10,1,54.3,3.41,0.14
Illinois,2009,1,1,64.9,5.39,0.76
Illinois,2009,2,2,71.7,9.44,3.4
Illinois,2009,3,6,74.3,5.21,3.82
Illinois,2009,4,1,71.9,3.02,3.55
Illinois,2009,5,4,70.4,3.42,3.24
Illinois,2009,6,3,56.1,1.44,1.87
Illinois,2009,7,1,46.6,5.52,3.13
Illinois,2009,8,1,41.1,6.68,4.56
Wisconsin,2015,11,1,6.1,0.63,-1.12
Wisconsin,2015,12,1,20.4,1.1,-0.67
Wisconsin,2014,11,1,30.1,2.17,0.21
Wisconsin,2014,12,2,43,3.08,0.75
Wisconsin,2015,1,5,55.1,2.88,0.37
Wisconsin,2015,2,1,63.6,3.29,-0.61
Wisconsin,2015,3,2,63.7,2.17,-1.01
Wisconsin,2015,4,1,64.9,4.79,0.45
Wisconsin,2015,5,1,61.4,1.15,-1.17
Wisconsin,2015,6,1,42.2,5.36,1.57
Wisconsin,2015,7,1,40.1,0.85,-0.02
Wisconsin,2015,8,1,18.3,2.29,1.59
Wisconsin,2015,9,1,15.1,0.89,1.22
Wisconsin,2015,10,1,20,0.57,0.36
Wisconsin,2013,11,1,37.5,0.73,-1.18
Wisconsin,2013,12,1,50,2.34,-1.7
Wisconsin,2014,1,3,57.7,3.15,-1.86
Wisconsin,2014,2,2,65.1,7.12,1.35
Wisconsin,2014,3,4,71.4,7.5,3.17
Wisconsin,2014,3,2,70.8,4.64,3.17
Wisconsin,2014,5,1,56.9,6.31,4.17
Wisconsin,2014,5,1,49.5,2.34,3.86
Wisconsin,2014,6,1,34.9,1.71,3.58
Wisconsin,2014,8,1,16.9,1.72,3.65
Wisconsin,2014,8,1,12.3,0.91,3.14
Wisconsin,2014,9,1,18.5,1.13,3.02
Wisconsin,2012,11,1,28,2.38,3.17
Wisconsin,2012,12,1,41.7,3.71,3.54
Wisconsin,2013,1,7,54,3.05,2.79
Wisconsin,2013,2,5,64.3,4.22,2.57
Wisconsin,2013,3,1,73.2,4.61,2.86
Wisconsin,2013,3,1,68.3,3.04,1.53
Wisconsin,2013,5,1,57.3,3.08,0.74
Wisconsin,2013,6,1,49.8,1.51,-0.75
Wisconsin,2013,6,1,36.7,1.95,-1.44
Wisconsin,2013,8,1,25.7,1.45,-1.31
Wisconsin,2013,8,1,20.8,1.02,-0.99
Wisconsin,2013,9,1,26.6,1.29,-0.16
Wisconsin,2011,11,1,45.6,2,-1.39
Wisconsin,2011,12,1,45.1,2.68,-1.36
Wisconsin,2012,1,1,59.6,4.81,-0.11
Wisconsin,2012,2,1,67.1,3.34,-1.25
Wisconsin,2012,3,1,74.8,3.19,-1.67
Wisconsin,2012,3,1,67.1,2.34,-2.45
Wisconsin,2012,5,1,57.7,1.5,-3.3
Wisconsin,2012,6,1,44.8,3.78,-1.81
Wisconsin,2012,6,1,34.4,1.11,-2.97
Wisconsin,2012,8,1,25.1,1.74,-2.69
Wisconsin,2012,9,1,16.8,1.69,-1.46
Wisconsin,2012,9,1,17,1.63,-0.16
Wisconsin,2010,11,1,23.9,1.93,0.33
Wisconsin,2010,12,1,37.8,4.85,2.41
Wisconsin,2011,1,1,55.2,5.37,3.11
Wisconsin,2011,2,5,63.9,6.21,3.81
Wisconsin,2011,3,5,68.9,2.46,2.23
Wisconsin,2011,4,1,67.6,2.77,0.52
Wisconsin,2011,5,1,60.8,2.17,-1.44
Wisconsin,2011,6,1,46.7,3.54,-0.58
Wisconsin,2011,7,1,30.8,2.33,-0.44
Wisconsin,2011,8,1,11.9,1.58,0.16
Wisconsin,2011,9,1,6,1.13,0.25
Wisconsin,2011,10,1,7.3,1.27,0.53
Wisconsin,2009,9,7,21.5,1.1,-0.19
Wisconsin,2009,10,2,39.7,5.04,2.31
Wisconsin,2009,11,10,55.3,3.8,2.34
Wisconsin,2009,12,1,66.4,6.71,3.2
Wisconsin,2010,1,1,65.9,2.51,2.06
Wisconsin,2010,2,1,67.1,5.2,2.91
Wisconsin,2010,3,1,58.2,3.86,2.78
Wisconsin,2010,4,1,46,3.07,3.1
Wisconsin,2010,5,1,25.3,2.03,3.17
Wisconsin,2010,6,1,24.1,1.36,3.05
Wisconsin,2010,7,1,15.3,0.53,2.04
Wisconsin,2010,8,1,7.6,0.42,0.94
Wisconsin,2010,9,1,30.7,0.73,-0.51
Wisconsin,2010,10,1,45,2.94,-0.48
Wisconsin,2009,1,1,56.6,4.65,0.47
Wisconsin,2009,2,1,63.8,4.44,0.72
Wisconsin,2009,3,7,68.4,3.38,0.52
Wisconsin,2009,4,1,66.1,4,0.64
Wisconsin,2009,5,3,64.7,4.39,0.59
Wisconsin,2009,6,1,48.5,2.7,0.75
Wisconsin,2009,7,1,39.4,3.42,1.93
Wisconsin,2009,8,1,31.8,4.28,3.8
Michigan,2015,11,1,12.6,1.32,1.88
Michigan,2015,12,1,22.9,2.4,2.71
Michigan,2014,11,1,31.6,2.32,2.67
Michigan,2014,12,1,43.1,3.94,3.17
Michigan,2015,1,2,53.7,2.95,2.68
Michigan,2015,2,1,62.5,3.53,2.69
