State,Year,Month,ActivityLevel,ActivityLevelLabel
New Mexico,2015,4,1,Minimal
New Mexico,2015,5,1,Minimal
New Mexico,2015,6,1,Minimal
New Mexico,2015,7,1,Minimal
New Mexico,2015,8,1,Minimal
New Mexico,2015,9,0,Insufficient Data
New Mexico,2015,10,1,Minimal
New Mexico,2013,11,1,Minimal
New Mexico,2013,12,1,Minimal
New Mexico,2014,1,10,High
New Mexico,2014,2,7,Moderate
New Mexico,2014,3,1,Minimal
New Mexico,2014,3,1,Minimal
New Mexico,2014,5,1,Minimal
New Mexico,2014,5,1,Minimal
New Mexico,2014,6,1,Minimal
New Mexico,2014,8,1,Minimal
New Mexico,2014,8,1,Minimal
New Mexico,2014,9,1,Minimal
New Mexico,2012,11,1,Minimal
New Mexico,2012,12,1,Minimal
New Mexico,2013,1,8,High
New Mexico,2013,2,7,Moderate
New Mexico,2013,3,1,Minimal
New Mexico,2013,3,1,Minimal
New Mexico,2013,5,1,Minimal
New Mexico,2013,6,1,Minimal
New Mexico,2013,6,1,Minimal
New Mexico,2013,8,1,Minimal
New Mexico,2013,8,1,Minimal
New Mexico,2013,9,1,Minimal
New Mexico,2011,11,1,Minimal
New Mexico,2011,12,1,Minimal
New Mexico,2012,1,1,Minimal
New Mexico,2012,2,1,Minimal
New Mexico,2012,3,4,Low
New Mexico,2012,3,1,Minimal
New Mexico,2012,5,1,Minimal
New Mexico,2012,6,1,Minimal
New Mexico,2012,6,1,Minimal
New Mexico,2012,8,1,Minimal
New Mexico,2012,9,1,Minimal
New Mexico,2012,9,1,Minimal
New Mexico,2010,11,2,Minimal
New Mexico,2010,12,1,Minimal
New Mexico,2011,1,3,Minimal
New Mexico,2011,2,10,High
New Mexico,2011,3,8,High
New Mexico,2011,4,2,Minimal
New Mexico,2011,5,1,Minimal
New Mexico,2011,6,1,Minimal
New Mexico,2011,7,1,Minimal
New Mexico,2011,8,1,Minimal
New Mexico,2011,9,1,Minimal
New Mexico,2011,10,1,Minimal
New Mexico,2009,9,5,Low
New Mexico,2009,10,10,High
New Mexico,2009,11,10,High
New Mexico,2009,12,6,Moderate
New Mexico,2010,1,5,Low
New Mexico,2010,2,10,High
New Mexico,2010,3,6,Moderate
New Mexico,2010,4,3,Minimal
New Mexico,2010,5,2,Minimal
New Mexico,2010,6,3,Minimal
New Mexico,2010,7,1,Minimal
New Mexico,2010,8,1,Minimal
New Mexico,2010,9,2,Minimal
New Mexico,2010,10,4,Low
New Mexico,2009,1,1,Minimal
New Mexico,2009,2,1,Minimal
New Mexico,2009,3,4,Low
New Mexico,2009,4,1,Minimal
New Mexico,2009,5,5,Low
New Mexico,2009,6,1,Minimal
New Mexico,2009,7,1,Minimal
New Mexico,2009,8,1,Minimal
New Mexico,2009,7,1,Minimal
New Mexico,2009,8,1,Minimal
New York,2015,11,1,Minimal
New York,2015,12,1,Minimal
New York,2014,11,1,Minimal
New York,2014,12,1,Minimal
New York,2015,1,3,Minimal
New York,2015,2,10,High
New York,2015,3,4,Low
New York,2015,4,3,Minimal
New York,2015,5,1,Minimal
New York,2015,6,1,Minimal
New York,2015,7,1,Minimal
New York,2015,8,1,Minimal
New York,2015,9,1,Minimal
New York,2015,10,0,Insufficient Data
New York,2013,11,1,Minimal
New York,2013,12,1,Minimal
New York,2014,1,4,Low
New York,2014,2,5,Low
New York,2014,3,1,Minimal
New York,2014,3,3,Minimal
New York,2014,5,1,Minimal
New York,2014,5,1,Minimal
New York,2014,6,1,Minimal
New York,2014,8,1,Minimal
New York,2014,8,1,Minimal
New York,2014,9,1,Minimal
New York,2012,11,1,Minimal
New York,2012,12,1,Minimal
New York,2013,1,6,Moderate
New York,2013,2,4,Low
New York,2013,3,3,Minimal
New York,2013,3,1,Minimal
New York,2013,5,1,Minimal
New York,2013,6,1,Minimal
New York,2013,6,1,Minimal
New York,2013,8,1,Minimal
New York,2013,8,1,Minimal
New York,2013,9,1,Minimal
New York,2011,11,1,Minimal
New York,2011,12,1,Minimal
New York,2012,1,1,Minimal
New York,2012,2,1,Minimal
New York,2012,3,1,Minimal
New York,2012,3,1,Minimal
New York,2012,5,1,Minimal
New York,2012,6,1,Minimal
New York,2012,6,1,Minimal
New York,2012,8,1,Minimal
New York,2012,9,1,Minimal
New York,2012,9,1,Minimal
New York,2010,11,1,Minimal
New York,2010,12,1,Minimal
New York,2011,1,1,Minimal
New York,2011,2,5,Low
New York,2011,3,2,Minimal
New York,2011,4,1,Minimal
New York,2011,5,1,Minimal
New York,2011,6,1,Minimal
New York,2011,7,1,Minimal
New York,2011,8,1,Minimal
New York,2011,9,1,Minimal
New York,2011,10,1,Minimal
New York,2009,9,9,High
New York,2009,10,5,Low
New York,2009,11,10,High
New York,2009,12,1,Minimal
New York,2010,1,1,Minimal
New York,2010,2,1,Minimal
New York,2010,3,1,Minimal
New York,2010,4,1,Minimal
New York,2010,5,1,Minimal
New York,2010,6,1,Minimal
New York,2010,7,1,Minimal
New York,2010,8,1,Minimal
New York,2010,9,1,Minimal
New York,2010,10,1,Minimal
New York,2009,1,1,Minimal
New York,2009,2,1,Minimal
New York,2009,3,6,Moderate
New York,2009,4,2,Minimal
New York,2009,5,1,Minimal
New York,2009,6,1,Minimal
New York,2009,7,1,Minimal
New York,2009,8,1,Minimal
New York,2009,7,1,Minimal
New York,2009,8,1,Minimal
North Carolina,2015,11,1,Minimal
North Carolina,2015,12,1,Minimal
North Carolina,2014,11,1,Minimal
North Carolina,2014,12,2,Minimal
North Carolina,2015,1,8,High
North Carolina,2015,2,6,Moderate
North Carolina,2015,3,3,Minimal
North Carolina,2015,4,1,Minimal
North Carolina,2015,5,1,Minimal
North Carolina,2015,6,1,Minimal
North Carolina,2015,7,1,Minimal
North Carolina,2015,8,1,Minimal
North Carolina,2015,9,1,Minimal
North Carolina,2015,10,1,Minimal
North Carolina,2013,11,1,Minimal
North Carolina,2013,12,1,Minimal
North Carolina,2014,1,8,High
North Carolina,2014,2,6,Moderate
North Carolina,2014,3,1,Minimal
North Carolina,2014,3,1,Minimal
North Carolina,2014,5,1,Minimal
North Carolina,2014,5,1,Minimal
North Carolina,2014,6,1,Minimal
North Carolina,2014,8,1,Minimal
North Carolina,2014,8,1,Minimal
North Carolina,2014,9,1,Minimal
North Carolina,2012,11,1,Minimal
North Carolina,2012,12,10,High
North Carolina,2013,1,10,High
North Carolina,2013,2,4,Low
North Carolina,2013,3,1,Minimal
North Carolina,2013,3,2,Minimal
North Carolina,2013,5,1,Minimal
North Carolina,2013,6,1,Minimal
North Carolina,2013,6,1,Minimal
North Carolina,2013,8,1,Minimal
North Carolina,2013,8,1,Minimal
North Carolina,2013,9,1,Minimal
North Carolina,2011,11,1,Minimal
North Carolina,2011,12,1,Minimal
North Carolina,2012,1,1,Minimal
North Carolina,2012,2,1,Minimal
North Carolina,2012,3,2,Minimal
North Carolina,2012,3,1,Minimal
North Carolina,2012,5,1,Minimal
North Carolina,2012,6,1,Minimal
North Carolina,2012,6,1,Minimal
North Carolina,2012,8,1,Minimal
North Carolina,2012,9,1,Minimal
North Carolina,2012,9,1,Minimal
North Carolina,2010,11,1,Minimal
North Carolina,2010,12,1,Minimal
North Carolina,2011,1,1,Minimal
North Carolina,2011,2,10,High
North Carolina,2011,3,3,Minimal
North Carolina,2011,4,1,Minimal
North Carolina,2011,5,1,Minimal
North Carolina,2011,6,1,Minimal
North Carolina,2011,7,1,Minimal
North Carolina,2011,8,1,Minimal
North Carolina,2011,9,1,Minimal
North Carolina,2011,10,1,Minimal
North Carolina,2009,9,10,High
North Carolina,2009,10,10,High
North Carolina,2009,11,5,Low
North Carolina,2009,12,1,Minimal
North Carolina,2010,1,1,Minimal
North Carolina,2010,2,1,Minimal
North Carolina,2010,3,1,Minimal
North Carolina,2010,4,1,Minimal
North Carolina,2010,5,1,Minimal
North Carolina,2010,6,1,Minimal
North Carolina,2010,7,1,Minimal
North Carolina,2010,8,1,Minimal
North Carolina,2010,9,1,Minimal
North Carolina,2010,10,1,Minimal
North Carolina,2009,1,1,Minimal
North Carolina,2009,2,2,Minimal
North Carolina,2009,3,3,Minimal
North Carolina,2009,4,1,Minimal
North Carolina,2009,5,1,Minimal
North Carolina,2009,6,1,Minimal
North Carolina,2009,7,1,Minimal
North Carolina,2009,8,1,Minimal
North Carolina,2009,7,1,Minimal
North Carolina,2009,8,1,Minimal
North Dakota,2015,11,1,Minimal
North Dakota,2015,12,1,Minimal
North Dakota,2014,11,1,Minimal
North Dakota,2014,12,1,Minimal
North Dakota,2015,1,5,Low
North Dakota,2015,2,4,Low
North Dakota,2015,3,1,Minimal
North Dakota,2015,4,1,Minimal
North Dakota,2015,5,1,Minimal
North Dakota,2015,6,1,Minimal
North Dakota,2015,7,1,Minimal
North Dakota,2015,8,1,Minimal
North Dakota,2015,9,1,Minimal
North Dakota,2015,10,1,Minimal
North Dakota,2013,11,1,Minimal
North Dakota,2013,12,1,Minimal
North Dakota,2014,1,3,Minimal
North Dakota,2014,2,1,Minimal
North Dakota,2014,3,1,Minimal
North Dakota,2014,3,1,Minimal
North Dakota,2014,5,1,Minimal
North Dakota,2014,5,1,Minimal
North Dakota,2014,6,1,Minimal
North Dakota,2014,8,1,Minimal
North Dakota,2014,8,0,Insufficient Data
North Dakota,2014,9,0,Insufficient Data
North Dakota,2012,11,1,Minimal
North Dakota,2012,12,1,Minimal
North Dakota,2013,1,8,High
North Dakota,2013,2,4,Low
North Dakota,2013,3,2,Minimal
North Dakota,2013,3,1,Minimal
North Dakota,2013,5,1,Minimal
North Dakota,2013,6,1,Minimal
North Dakota,2013,6,1,Minimal
North Dakota,2013,8,1,Minimal
North Dakota,2013,8,0,Insufficient Data
North Dakota,2013,9,0,Insufficient Data
North Dakota,2011,11,1,Minimal
North Dakota,2011,12,1,Minimal
North Dakota,2012,1,1,Minimal
North Dakota,2012,2,1,Minimal
North Dakota,2012,3,1,Minimal
North Dakota,2012,3,1,Minimal
North Dakota,2012,5,1,Minimal
North Dakota,2012,6,1,Minimal
North Dakota,2012,6,1,Minimal
North Dakota,2012,8,1,Minimal
North Dakota,2012,9,1,Minimal
North Dakota,2012,9,1,Minimal
North Dakota,2010,11,1,Minimal
North Dakota,2010,12,1,Minimal
North Dakota,2011,1,1,Minimal
North Dakota,2011,2,1,Minimal
North Dakota,2011,3,6,Moderate
North Dakota,2011,4,1,Minimal
North Dakota,2011,5,1,Minimal
North Dakota,2011,6,1,Minimal
North Dakota,2011,7,1,Minimal
North Dakota,2011,8,1,Minimal
North Dakota,2011,9,1,Minimal
North Dakota,2011,10,1,Minimal
North Dakota,2009,9,2,Minimal
North Dakota,2009,10,5,Low
North Dakota,2009,11,10,High
North Dakota,2009,12,2,Minimal
North Dakota,2010,1,1,Minimal
North Dakota,2010,2,3,Minimal
North Dakota,2010,3,3,Minimal
North Dakota,2010,4,3,Minimal
North Dakota,2010,5,2,Minimal
North Dakota,2010,6,3,Minimal
North Dakota,2010,7,1,Minimal
North Dakota,2010,8,1,Minimal
North Dakota,2010,9,1,Minimal
North Dakota,2010,10,1,Minimal
North Dakota,2009,1,1,Minimal
North Dakota,2009,2,4,Low
North Dakota,2009,3,7,Moderate
North Dakota,2009,4,4,Low
North Dakota,2009,5,4,Low
North Dakota,2009,6,4,Low
North Dakota,2009,7,1,Minimal
North Dakota,2009,8,1,Minimal
North Dakota,2009,7,1,Minimal
North Dakota,2009,8,1,Minimal
Ohio,2015,11,1,Minimal
Ohio,2015,12,1,Minimal
Ohio,2014,11,1,Minimal
Ohio,2014,12,1,Minimal
Ohio,2015,1,7,Moderate
Ohio,2015,2,1,Minimal
Ohio,2015,3,1,Minimal
Ohio,2015,4,1,Minimal
Ohio,2015,5,1,Minimal
Ohio,2015,6,1,Minimal
Ohio,2015,7,1,Minimal
Ohio,2015,8,1,Minimal
Ohio,2015,9,1,Minimal
Ohio,2015,10,1,Minimal
Ohio,2013,11,1,Minimal
Ohio,2013,12,1,Minimal
Ohio,2014,1,4,Low
Ohio,2014,2,2,Minimal
Ohio,2014,3,1,Minimal
Ohio,2014,3,1,Minimal
Ohio,2014,5,1,Minimal
Ohio,2014,5,1,Minimal
Ohio,2014,6,1,Minimal
Ohio,2014,8,1,Minimal
Ohio,2014,8,1,Minimal
Ohio,2014,9,1,Minimal
Ohio,2012,11,1,Minimal
Ohio,2012,12,5,Low
Ohio,2013,1,9,High
Ohio,2013,2,4,Low
Ohio,2013,3,3,Minimal
Ohio,2013,3,1,Minimal
Ohio,2013,5,1,Minimal
Ohio,2013,6,1,Minimal
Ohio,2013,6,1,Minimal
Ohio,2013,8,1,Minimal
Ohio,2013,8,1,Minimal
Ohio,2013,9,1,Minimal
Ohio,2011,11,1,Minimal
Ohio,2011,12,1,Minimal
Ohio,2012,1,1,Minimal
Ohio,2012,2,1,Minimal
Ohio,2012,3,1,Minimal
Ohio,2012,3,1,Minimal
Ohio,2012,5,1,Minimal
Ohio,2012,6,1,Minimal
Ohio,2012,6,1,Minimal
Ohio,2012,8,1,Minimal
Ohio,2012,9,1,Minimal
Ohio,2012,9,1,Minimal
Ohio,2010,11,1,Minimal
Ohio,2010,12,1,Minimal
Ohio,2011,1,1,Minimal
Ohio,2011,2,7,Moderate
Ohio,2011,3,2,Minimal
Ohio,2011,4,1,Minimal
Ohio,2011,5,1,Minimal
Ohio,2011,6,1,Minimal
Ohio,2011,7,1,Minimal
Ohio,2011,8,1,Minimal
Ohio,2011,9,1,Minimal
Ohio,2011,10,1,Minimal
Ohio,2009,9,1,Minimal
Ohio,2009,10,1,Minimal
Ohio,2009,11,10,High
Ohio,2009,12,1,Minimal
Ohio,2010,1,1,Minimal
Ohio,2010,2,1,Minimal
Ohio,2010,3,1,Minimal
Ohio,2010,4,1,Minimal
Ohio,2010,5,1,Minimal
Ohio,2010,6,1,Minimal
Ohio,2010,7,1,Minimal
Ohio,2010,8,1,Minimal
Ohio,2010,9,1,Minimal
Ohio,2010,10,1,Minimal
Ohio,2009,1,1,Minimal
Ohio,2009,2,1,Minimal
Ohio,2009,3,1,Minimal
Ohio,2009,4,1,Minimal
Ohio,2009,5,1,Minimal
Ohio,2009,6,1,Minimal
Ohio,2009,7,1,Minimal
Ohio,2009,8,1,Minimal
Ohio,2009,7,1,Minimal
Ohio,2009,8,1,Minimal
Oklahoma,2015,11,1,Minimal
Oklahoma,2015,12,3,Minimal
Oklahoma,2014,11,1,Minimal
Oklahoma,2014,12,1,Minimal
Oklahoma,2015,1,10,High
Oklahoma,2015,2,10,High
Oklahoma,2015,3,9,High
Oklahoma,2015,4,5,Low
Oklahoma,2015,5,1,Minimal
Oklahoma,2015,6,1,Minimal
Oklahoma,2015,7,1,Minimal
Oklahoma,2015,8,1,Minimal
Oklahoma,2015,9,1,Minimal
Oklahoma,2015,10,1,Minimal
Oklahoma,2013,11,1,Minimal
Oklahoma,2013,12,5,Low
Oklahoma,2014,1,10,High
Oklahoma,2014,2,10,High
Oklahoma,2014,3,5,Low
Oklahoma,2014,3,1,Minimal
Oklahoma,2014,5,1,Minimal
Oklahoma,2014,5,1,Minimal
Oklahoma,2014,6,1,Minimal
Oklahoma,2014,8,1,Minimal
Oklahoma,2014,8,1,Minimal
Oklahoma,2014,9,1,Minimal
Oklahoma,2012,11,1,Minimal
Oklahoma,2012,12,1,Minimal
Oklahoma,2013,1,8,High
Oklahoma,2013,2,10,High
Oklahoma,2013,3,1,Minimal
Oklahoma,2013,3,1,Minimal
Oklahoma,2013,5,1,Minimal
Oklahoma,2013,6,1,Minimal
Oklahoma,2013,6,1,Minimal
Oklahoma,2013,8,1,Minimal
Oklahoma,2013,8,1,Minimal
Oklahoma,2013,9,1,Minimal
Oklahoma,2011,11,1,Minimal
Oklahoma,2011,12,1,Minimal
Oklahoma,2012,1,1,Minimal
Oklahoma,2012,2,1,Minimal
Oklahoma,2012,3,8,High
Oklahoma,2012,3,1,Minimal
Oklahoma,2012,5,1,Minimal
Oklahoma,2012,6,1,Minimal
Oklahoma,2012,6,1,Minimal
Oklahoma,2012,8,1,Minimal
Oklahoma,2012,9,1,Minimal
Oklahoma,2012,9,1,Minimal
Oklahoma,2010,11,1,Minimal
Oklahoma,2010,12,1,Minimal
Oklahoma,2011,1,3,Minimal
Oklahoma,2011,2,10,High
Oklahoma,2011,3,7,Moderate
Oklahoma,2011,4,1,Minimal
Oklahoma,2011,5,1,Minimal
Oklahoma,2011,6,1,Minimal
Oklahoma,2011,7,1,Minimal
Oklahoma,2011,8,1,Minimal
Oklahoma,2011,9,1,Minimal
Oklahoma,2011,10,1,Minimal
Oklahoma,2009,9,6,Moderate
Oklahoma,2009,10,10,High
Oklahoma,2009,11,10,High
Oklahoma,2009,12,2,Minimal
Oklahoma,2010,1,1,Minimal
Oklahoma,2010,2,1,Minimal
Oklahoma,2010,3,1,Minimal
Oklahoma,2010,4,1,Minimal
Oklahoma,2010,5,1,Minimal
Oklahoma,2010,6,1,Minimal
Oklahoma,2010,7,1,Minimal
Oklahoma,2010,8,1,Minimal
Oklahoma,2010,9,1,Minimal
Oklahoma,2010,10,1,Minimal
Oklahoma,2009,1,1,Minimal
Oklahoma,2009,2,1,Minimal
Oklahoma,2009,3,5,Low
Oklahoma,2009,4,1,Minimal
Oklahoma,2009,5,1,Minimal
Oklahoma,2009,6,1,Minimal
Oklahoma,2009,7,1,Minimal
Oklahoma,2009,8,1,Minimal
Oklahoma,2009,7,1,Minimal
Oklahoma,2009,8,1,Minimal
Oregon,2015,11,1,Minimal
Oregon,2015,12,1,Minimal
Oregon,2014,11,1,Minimal
Oregon,2014,12,1,Minimal
Oregon,2015,1,1,Minimal
Oregon,2015,2,1,Minimal
Oregon,2015,3,1,Minimal
Oregon,2015,4,1,Minimal
Oregon,2015,5,1,Minimal
Oregon,2015,6,1,Minimal
Oregon,2015,7,1,Minimal
Oregon,2015,8,1,Minimal
Oregon,2015,9,1,Minimal
Oregon,2015,10,1,Minimal
Oregon,2013,11,1,Minimal
Oregon,2013,12,1,Minimal
Oregon,2014,1,8,High
Oregon,2014,2,1,Minimal
Oregon,2014,3,1,Minimal
Oregon,2014,3,1,Minimal
Oregon,2014,5,1,Minimal
Oregon,2014,5,1,Minimal
Oregon,2014,6,1,Minimal
Oregon,2014,8,1,Minimal
Oregon,2014,8,1,Minimal
Oregon,2014,9,1,Minimal
Oregon,2012,11,1,Minimal
Oregon,2012,12,1,Minimal
Oregon,2013,1,6,Moderate
Oregon,2013,2,8,High
Oregon,2013,3,4,Low
Oregon,2013,3,1,Minimal
Oregon,2013,5,1,Minimal
Oregon,2013,6,1,Minimal
Oregon,2013,6,1,Minimal
Oregon,2013,8,1,Minimal
Oregon,2013,8,1,Minimal
Oregon,2013,9,1,Minimal
Oregon,2011,11,1,Minimal
Oregon,2011,12,1,Minimal
Oregon,2012,1,1,Minimal
Oregon,2012,2,1,Minimal
Oregon,2012,3,1,Minimal
Oregon,2012,3,1,Minimal
Oregon,2012,5,1,Minimal
Oregon,2012,6,1,Minimal
Oregon,2012,6,1,Minimal
Oregon,2012,8,1,Minimal
Oregon,2012,9,1,Minimal
Oregon,2012,9,1,Minimal
Oregon,2010,11,1,Minimal
Oregon,2010,12,1,Minimal
Oregon,2011,1,1,Minimal
Oregon,2011,2,2,Minimal
Oregon,2011,3,2,Minimal
Oregon,2011,4,1,Minimal
Oregon,2011,5,1,Minimal
Oregon,2011,6,1,Minimal
Oregon,2011,7,1,Minimal
Oregon,2011,8,1,Minimal
Oregon,2011,9,1,Minimal
Oregon,2011,10,1,Minimal
Oregon,2009,9,1,Minimal
Oregon,2009,10,7,Moderate
Oregon,2009,11,9,High
Oregon,2009,12,1,Minimal
Oregon,2010,1,1,Minimal
Oregon,2010,2,1,Minimal
Oregon,2010,3,1,Minimal
Oregon,2010,4,1,Minimal
Oregon,2010,5,1,Minimal
Oregon,2010,6,1,Minimal
Oregon,2010,7,1,Minimal
Oregon,2010,8,1,Minimal
Oregon,2010,9,0,Insufficient Data
Oregon,2010,10,1,Minimal
Oregon,2009,1,1,Minimal
Oregon,2009,2,2,Minimal
Oregon,2009,3,7,Moderate
Oregon,2009,4,1,Minimal
Oregon,2009,5,2,Minimal
Oregon,2009,6,1,Minimal
Oregon,2009,7,1,Minimal
Oregon,2009,8,1,Minimal
Oregon,2009,7,1,Minimal
Oregon,2009,8,1,Minimal
Pennsylvania,2015,11,1,Minimal
Pennsylvania,2015,12,2,Minimal
Pennsylvania,2014,11,1,Minimal
Pennsylvania,2014,12,2,Minimal
Pennsylvania,2015,1,9,High
Pennsylvania,2015,2,9,High
Pennsylvania,2015,3,4,Low
Pennsylvania,2015,4,2,Minimal
Pennsylvania,2015,5,1,Minimal
Pennsylvania,2015,6,1,Minimal
Pennsylvania,2015,7,1,Minimal
Pennsylvania,2015,8,1,Minimal
Pennsylvania,2015,9,1,Minimal
Pennsylvania,2015,10,1,Minimal
Pennsylvania,2013,11,1,Minimal
Pennsylvania,2013,12,1,Minimal
Pennsylvania,2014,1,5,Low
Pennsylvania,2014,2,5,Low
Pennsylvania,2014,3,1,Minimal
Pennsylvania,2014,3,1,Minimal
Pennsylvania,2014,5,1,Minimal
Pennsylvania,2014,5,1,Minimal
Pennsylvania,2014,6,1,Minimal
Pennsylvania,2014,8,1,Minimal
Pennsylvania,2014,8,1,Minimal
Pennsylvania,2014,9,1,Minimal
Pennsylvania,2012,11,1,Minimal
Pennsylvania,2012,12,1,Minimal
Pennsylvania,2013,1,3,Minimal
Pennsylvania,2013,2,1,Minimal
Pennsylvania,2013,3,1,Minimal
Pennsylvania,2013,3,1,Minimal
Pennsylvania,2013,5,1,Minimal
Pennsylvania,2013,6,1,Minimal
Pennsylvania,2013,6,1,Minimal
Pennsylvania,2013,8,1,Minimal
Pennsylvania,2013,8,1,Minimal
Pennsylvania,2013,9,1,Minimal
Pennsylvania,2011,11,1,Minimal
Pennsylvania,2011,12,1,Minimal
Pennsylvania,2012,1,1,Minimal
Pennsylvania,2012,2,1,Minimal
Pennsylvania,2012,3,1,Minimal
Pennsylvania,2012,3,1,Minimal
Pennsylvania,2012,5,1,Minimal
Pennsylvania,2012,6,1,Minimal
Pennsylvania,2012,6,1,Minimal
Pennsylvania,2012,8,1,Minimal
Pennsylvania,2012,9,1,Minimal
Pennsylvania,2012,9,1,Minimal
Pennsylvania,2010,11,1,Minimal
Pennsylvania,2010,12,1,Minimal
Pennsylvania,2011,1,1,Minimal
Pennsylvania,2011,2,8,High
Pennsylvania,2011,3,3,Minimal
Pennsylvania,2011,4,1,Minimal
Pennsylvania,2011,5,1,Minimal
Pennsylvania,2011,6,1,Minimal
Pennsylvania,2011,7,1,Minimal
Pennsylvania,2011,8,1,Minimal
Pennsylvania,2011,9,1,Minimal
Pennsylvania,2011,10,1,Minimal
Pennsylvania,2009,9,1,Minimal
Pennsylvania,2009,10,6,Moderate
Pennsylvania,2009,11,10,High
Pennsylvania,2009,12,1,Minimal
Pennsylvania,2010,1,1,Minimal
Pennsylvania,2010,2,1,Minimal
Pennsylvania,2010,3,1,Minimal
Pennsylvania,2010,4,1,Minimal
Pennsylvania,2010,5,1,Minimal
Pennsylvania,2010,6,1,Minimal
Pennsylvania,2010,7,1,Minimal
Pennsylvania,2010,8,1,Minimal
Pennsylvania,2010,9,1,Minimal
Pennsylvania,2010,10,1,Minimal
Pennsylvania,2009,1,1,Minimal
Pennsylvania,2009,2,1,Minimal
Pennsylvania,2009,3,9,High
Pennsylvania,2009,4,6,Moderate
Pennsylvania,2009,5,1,Minimal
Pennsylvania,2009,6,1,Minimal
Pennsylvania,2009,7,1,Minimal
Pennsylvania,2009,8,1,Minimal
Pennsylvania,2009,7,1,Minimal
Pennsylvania,2009,8,1,Minimal
Rhode Island,2015,11,1,Minimal
Rhode Island,2015,12,1,Minimal
Rhode Island,2014,11,1,Minimal
Rhode Island,2014,12,1,Minimal
Rhode Island,2015,1,4,Low
Rhode Island,2015,2,9,High
Rhode Island,2015,3,1,Minimal
Rhode Island,2015,4,1,Minimal
Rhode Island,2015,5,1,Minimal
Rhode Island,2015,6,1,Minimal
Rhode Island,2015,7,1,Minimal
Rhode Island,2015,8,1,Minimal
Rhode Island,2015,9,1,Minimal
Rhode Island,2015,10,1,Minimal
Rhode Island,2013,11,1,Minimal
Rhode Island,2013,12,1,Minimal
Rhode Island,2014,1,2,Minimal
Rhode Island,2014,2,2,Minimal
Rhode Island,2014,3,1,Minimal
Rhode Island,2014,3,1,Minimal
Rhode Island,2014,5,2,Minimal
Rhode Island,2014,5,1,Minimal
Rhode Island,2014,6,1,Minimal
Rhode Island,2014,8,1,Minimal
Rhode Island,2014,8,1,Minimal
Rhode Island,2014,9,1,Minimal
Rhode Island,2012,11,1,Minimal
Rhode Island,2012,12,2,Minimal
Rhode Island,2013,1,8,High
Rhode Island,2013,2,4,Low
Rhode Island,2013,3,1,Minimal
Rhode Island,2013,3,1,Minimal
Rhode Island,2013,5,1,Minimal
Rhode Island,2013,6,1,Minimal
Rhode Island,2013,6,1,Minimal
Rhode Island,2013,8,1,Minimal
Rhode Island,2013,8,1,Minimal
Rhode Island,2013,9,1,Minimal
Rhode Island,2011,11,1,Minimal
Rhode Island,2011,12,1,Minimal
Rhode Island,2012,1,1,Minimal
Rhode Island,2012,2,1,Minimal
Rhode Island,2012,3,1,Minimal
Rhode Island,2012,3,1,Minimal
Rhode Island,2012,5,1,Minimal
Rhode Island,2012,6,1,Minimal
Rhode Island,2012,6,1,Minimal
Rhode Island,2012,8,1,Minimal
Rhode Island,2012,9,1,Minimal
Rhode Island,2012,9,1,Minimal
Rhode Island,2010,11,1,Minimal
Rhode Island,2010,12,1,Minimal
Rhode Island,2011,1,1,Minimal
Rhode Island,2011,2,1,Minimal
Rhode Island,2011,3,4,Low
Rhode Island,2011,4,1,Minimal
Rhode Island,2011,5,1,Minimal
Rhode Island,2011,6,1,Minimal
Rhode Island,2011,7,1,Minimal
Rhode Island,2011,8,1,Minimal
Rhode Island,2011,9,1,Minimal
Rhode Island,2011,10,1,Minimal
Rhode Island,2009,9,1,Minimal
Rhode Island,2009,10,2,Minimal
Rhode Island,2009,11,10,High
Rhode Island,2009,12,1,Minimal
Rhode Island,2010,1,1,Minimal
Rhode Island,2010,2,1,Minimal
Rhode Island,2010,3,1,Minimal
Rhode Island,2010,4,1,Minimal
Rhode Island,2010,5,1,Minimal
Rhode Island,2010,6,1,Minimal
Rhode Island,2010,7,1,Minimal
Rhode Island,2010,8,1,Minimal
Rhode Island,2010,9,1,Minimal
Rhode Island,2010,10,1,Minimal
Rhode Island,2009,1,1,Minimal
Rhode Island,2009,2,5,Low
Rhode Island,2009,3,2,Minimal
Rhode Island,2009,4,1,Minimal
Rhode Island,2009,5,1,Minimal
Rhode Island,2009,6,1,Minimal
Rhode Island,2009,7,1,Minimal
Rhode Island,2009,8,1,Minimal
Rhode Island,2009,7,1,Minimal
Rhode Island,2009,8,1,Minimal
South Carolina,2015,11,3,Minimal
South Carolina,2015,12,2,Minimal
South Carolina,2014,11,1,Minimal
South Carolina,2014,12,4,Low
South Carolina,2015,1,9,High
South Carolina,2015,2,6,Moderate
South Carolina,2015,3,4,Low
South Carolina,2015,4,2,Minimal
South Carolina,2015,5,1,Minimal
South Carolina,2015,6,1,Minimal
South Carolina,2015,7,1,Minimal
South Carolina,2015,8,1,Minimal
South Carolina,2015,9,1,Minimal
South Carolina,2015,10,1,Minimal
South Carolina,2013,11,1,Minimal
South Carolina,2013,12,5,Low
South Carolina,2014,1,8,High
South Carolina,2014,2,5,Low
South Carolina,2014,3,1,Minimal
South Carolina,2014,3,1,Minimal
South Carolina,2014,5,1,Minimal
South Carolina,2014,5,1,Minimal
South Carolina,2014,6,1,Minimal
South Carolina,2014,8,1,Minimal
