State,Year,Month,precipitation
Texas,2013,01,2.46
Texas,2013,02,1.21
Texas,2013,03,0.66
Texas,2013,04,1.77
Texas,2013,05,2.42
Texas,2013,06,2.33
Texas,2013,07,3.10
Texas,2013,08,1.41
Texas,2013,09,4.05
Texas,2013,10,3.31
Texas,2013,11,1.94
Texas,2013,12,1.36
Texas,2014,01,0.37
Texas,2014,02,0.73
Texas,2014,03,1.11
Texas,2014,04,0.98
Texas,2014,05,4.10
Texas,2014,06,3.01
Texas,2014,07,2.58
Texas,2014,08,1.73
Texas,2014,09,3.59
Texas,2014,10,1.76
Texas,2014,11,2.83
Texas,2014,12,1.22
Texas,2015,01,2.67
Texas,2015,02,1.09
Texas,2015,03,3.47
Texas,2015,04,3.96
Texas,2015,05,9.05
Texas,2015,06,3.72
Texas,2015,07,1.85
Texas,2015,08,1.43
Texas,2015,09,1.43
Texas,2015,10,6.17
Texas,2015,11,3.87
Texas,2015,12,2.52
Utah,2000,01,1.42
Utah,2000,02,1.92
Utah,2000,03,1.29
Utah,2000,04,0.58
Utah,2000,05,0.93
Utah,2000,06,0.49
Utah,2000,07,0.31
Utah,2000,08,1.57
Utah,2000,09,0.93
Utah,2000,10,2.77
Utah,2000,11,0.68
Utah,2000,12,0.64
Utah,2001,01,1.02
Utah,2001,02,1.24
Utah,2001,03,1.24
Utah,2001,04,1.49
Utah,2001,05,0.65
Utah,2001,06,0.37
Utah,2001,07,0.95
Utah,2001,08,1.27
Utah,2001,09,0.31
Utah,2001,10,0.51
Utah,2001,11,1.52
Utah,2001,12,1.12
Utah,2002,01,0.43
Utah,2002,02,0.28
Utah,2002,03,0.80
Utah,2002,04,0.87
Utah,2002,05,0.38
Utah,2002,06,0.15
Utah,2002,07,0.61
Utah,2002,08,0.29
Utah,2002,09,2.27
Utah,2002,10,1.32
Utah,2002,11,0.93
Utah,2002,12,0.71
Utah,2003,01,0.40
Utah,2003,02,1.47
Utah,2003,03,1.33
Utah,2003,04,0.93
Utah,2003,05,1.08
Utah,2003,06,0.56
Utah,2003,07,0.39
Utah,2003,08,1.19
Utah,2003,09,0.64
Utah,2003,10,0.43
Utah,2003,11,1.35
Utah,2003,12,1.76
Utah,2004,01,0.60
Utah,2004,02,1.89
Utah,2004,03,0.33
Utah,2004,04,1.82
Utah,2004,05,0.63
Utah,2004,06,0.66
Utah,2004,07,0.82
Utah,2004,08,0.89
Utah,2004,09,1.22
Utah,2004,10,3.43
Utah,2004,11,1.69
Utah,2004,12,1.29
Utah,2005,01,2.76
Utah,2005,02,1.61
Utah,2005,03,1.63
Utah,2005,04,1.75
Utah,2005,05,1.74
Utah,2005,06,1.43
Utah,2005,07,0.41
Utah,2005,08,1.32
Utah,2005,09,0.92
Utah,2005,10,1.38
Utah,2005,11,0.65
Utah,2005,12,1.08
Utah,2006,01,1.35
Utah,2006,02,0.56
Utah,2006,03,2.40
Utah,2006,04,1.16
Utah,2006,05,0.42
Utah,2006,06,0.42
Utah,2006,07,1.21
Utah,2006,08,0.90
Utah,2006,09,1.40
Utah,2006,10,3.08
Utah,2006,11,0.70
Utah,2006,12,0.81
Utah,2007,01,0.53
Utah,2007,02,1.05
Utah,2007,03,0.82
Utah,2007,04,0.91
Utah,2007,05,0.68
Utah,2007,06,0.39
Utah,2007,07,0.91
Utah,2007,08,1.21
Utah,2007,09,1.40
Utah,2007,10,0.85
Utah,2007,11,0.33
Utah,2007,12,2.20
Utah,2008,01,1.67
Utah,2008,02,1.53
Utah,2008,03,0.67
Utah,2008,04,0.42
Utah,2008,05,1.07
Utah,2008,06,0.65
Utah,2008,07,0.53
Utah,2008,08,0.92
Utah,2008,09,0.62
Utah,2008,10,0.82
Utah,2008,11,1.07
Utah,2008,12,1.69
Utah,2009,01,1.12
Utah,2009,02,0.98
Utah,2009,03,0.79
Utah,2009,04,1.56
Utah,2009,05,1.23
Utah,2009,06,1.74
Utah,2009,07,0.49
Utah,2009,08,0.39
Utah,2009,09,0.75
Utah,2009,10,0.79
Utah,2009,11,0.40
Utah,2009,12,1.56
Utah,2010,01,1.58
Utah,2010,02,1.11
Utah,2010,03,1.30
Utah,2010,04,1.39
Utah,2010,05,1.24
Utah,2010,06,0.79
Utah,2010,07,0.83
Utah,2010,08,1.38
Utah,2010,09,0.26
Utah,2010,10,2.57
Utah,2010,11,1.40
Utah,2010,12,3.38
Utah,2011,01,0.39
Utah,2011,02,1.21
Utah,2011,03,1.27
Utah,2011,04,2.02
Utah,2011,05,2.81
Utah,2011,06,0.54
Utah,2011,07,1.72
Utah,2011,08,0.96
Utah,2011,09,0.96
Utah,2011,10,1.42
Utah,2011,11,0.90
Utah,2011,12,0.51
Utah,2012,01,0.97
Utah,2012,02,1.04
Utah,2012,03,0.73
Utah,2012,04,0.73
Utah,2012,05,0.28
Utah,2012,06,0.03
Utah,2012,07,1.41
Utah,2012,08,1.07
Utah,2012,09,1.04
Utah,2012,10,0.96
Utah,2012,11,0.67
Utah,2012,12,1.76
Utah,2013,01,1.01
Utah,2013,02,0.52
Utah,2013,03,0.73
Utah,2013,04,1.28
Utah,2013,05,0.97
Utah,2013,06,0.02
Utah,2013,07,1.50
Utah,2013,08,1.40
Utah,2013,09,2.74
Utah,2013,10,1.01
Utah,2013,11,1.02
Utah,2013,12,1.01
Utah,2014,01,0.61
Utah,2014,02,1.06
Utah,2014,03,0.99
Utah,2014,04,0.94
Utah,2014,05,1.02
Utah,2014,06,0.24
Utah,2014,07,1.14
Utah,2014,08,2.46
Utah,2014,09,2.66
Utah,2014,10,0.20
Utah,2014,11,0.75
Utah,2014,12,1.26
Utah,2015,01,0.92
Utah,2015,02,0.63
Utah,2015,03,0.85
Utah,2015,04,0.98
Utah,2015,05,3.20
Utah,2015,06,0.97
Utah,2015,07,1.46
Utah,2015,08,1.27
Utah,2015,09,0.88
Utah,2015,10,1.80
Utah,2015,11,1.07
Utah,2015,12,1.38
Vermont,2000,01,3.79
Vermont,2000,02,3.51
Vermont,2000,03,2.95
Vermont,2000,04,5.93
Vermont,2000,05,5.70
Vermont,2000,06,3.89
Vermont,2000,07,4.95
Vermont,2000,08,4.33
Vermont,2000,09,2.66
Vermont,2000,10,2.81
Vermont,2000,11,3.19
Vermont,2000,12,4.92
Vermont,2001,01,1.55
Vermont,2001,02,3.08
Vermont,2001,03,5.61
Vermont,2001,04,0.99
Vermont,2001,05,2.44
Vermont,2001,06,3.94
Vermont,2001,07,3.38
Vermont,2001,08,2.25
Vermont,2001,09,4.21
Vermont,2001,10,2.03
Vermont,2001,11,2.50
Vermont,2001,12,2.38
Vermont,2002,01,2.55
Vermont,2002,02,3.28
Vermont,2002,03,3.70
Vermont,2002,04,4.46
Vermont,2002,05,4.56
Vermont,2002,06,7.07
Vermont,2002,07,3.32
Vermont,2002,08,1.99
Vermont,2002,09,4.99
Vermont,2002,10,3.73
Vermont,2002,11,4.76
Vermont,2002,12,2.84
Vermont,2003,01,2.01
Vermont,2003,02,1.89
Vermont,2003,03,2.69
Vermont,2003,04,2.81
Vermont,2003,05,4.22
Vermont,2003,06,3.12
Vermont,2003,07,4.42
Vermont,2003,08,5.50
Vermont,2003,09,4.87
Vermont,2003,10,6.76
Vermont,2003,11,4.68
Vermont,2003,12,6.84
Vermont,2004,01,1.20
Vermont,2004,02,1.24
Vermont,2004,03,1.90
Vermont,2004,04,3.22
Vermont,2004,05,5.06
Vermont,2004,06,3.24
Vermont,2004,07,5.54
Vermont,2004,08,7.46
Vermont,2004,09,3.41
Vermont,2004,10,1.50
Vermont,2004,11,3.59
Vermont,2004,12,4.49
Vermont,2005,01,3.00
Vermont,2005,02,2.41
Vermont,2005,03,2.80
Vermont,2005,04,5.04
Vermont,2005,05,2.86
Vermont,2005,06,4.97
Vermont,2005,07,4.22
Vermont,2005,08,4.09
Vermont,2005,09,3.86
Vermont,2005,10,10.23
Vermont,2005,11,5.52
Vermont,2005,12,3.39
Vermont,2006,01,4.57
Vermont,2006,02,2.18
Vermont,2006,03,1.67
Vermont,2006,04,3.25
Vermont,2006,05,6.71
Vermont,2006,06,8.67
Vermont,2006,07,5.01
Vermont,2006,08,4.75
Vermont,2006,09,2.98
Vermont,2006,10,7.28
Vermont,2006,11,3.02
Vermont,2006,12,4.19
Vermont,2007,01,3.49
Vermont,2007,02,2.60
Vermont,2007,03,3.59
Vermont,2007,04,5.16
Vermont,2007,05,3.03
Vermont,2007,06,3.48
Vermont,2007,07,5.81
Vermont,2007,08,3.15
Vermont,2007,09,3.38
Vermont,2007,10,5.66
Vermont,2007,11,4.73
Vermont,2007,12,4.75
Vermont,2008,01,2.39
Vermont,2008,02,6.10
Vermont,2008,03,4.85
Vermont,2008,04,3.53
Vermont,2008,05,1.45
Vermont,2008,06,6.40
Vermont,2008,07,7.26
Vermont,2008,08,5.79
Vermont,2008,09,3.23
Vermont,2008,10,5.14
Vermont,2008,11,2.85
Vermont,2008,12,5.65
Vermont,2009,01,2.77
Vermont,2009,02,2.28
Vermont,2009,03,2.52
Vermont,2009,04,2.54
Vermont,2009,05,5.40
Vermont,2009,06,4.91
Vermont,2009,07,7.06
Vermont,2009,08,4.54
Vermont,2009,09,2.42
Vermont,2009,10,5.09
Vermont,2009,11,4.03
Vermont,2009,12,3.86
Vermont,2010,01,2.51
Vermont,2010,02,3.10
Vermont,2010,03,3.94
Vermont,2010,04,3.32
Vermont,2010,05,2.34
Vermont,2010,06,5.73
Vermont,2010,07,3.98
Vermont,2010,08,4.52
Vermont,2010,09,3.40
Vermont,2010,10,9.16
Vermont,2010,11,3.17
Vermont,2010,12,4.03
Vermont,2011,01,2.29
Vermont,2011,02,3.56
Vermont,2011,03,4.70
Vermont,2011,04,6.22
Vermont,2011,05,6.77
Vermont,2011,06,4.96
Vermont,2011,07,3.43
Vermont,2011,08,10.08
Vermont,2011,09,6.11
Vermont,2011,10,4.48
Vermont,2011,11,2.06
Vermont,2011,12,3.56
Vermont,2012,01,2.95
Vermont,2012,02,1.22
Vermont,2012,03,1.77
Vermont,2012,04,3.30
Vermont,2012,05,5.56
Vermont,2012,06,3.87
Vermont,2012,07,3.54
Vermont,2012,08,3.29
Vermont,2012,09,5.51
Vermont,2012,10,5.18
Vermont,2012,11,1.13
Vermont,2012,12,5.03
Vermont,2013,01,1.87
Vermont,2013,02,1.92
Vermont,2013,03,2.38
Vermont,2013,04,2.62
Vermont,2013,05,5.98
Vermont,2013,06,7.96
Vermont,2013,07,6.33
Vermont,2013,08,3.41
Vermont,2013,09,4.41
Vermont,2013,10,2.37
Vermont,2013,11,3.88
Vermont,2013,12,3.43
Vermont,2014,01,3.11
Vermont,2014,02,3.18
Vermont,2014,03,3.38
Vermont,2014,04,3.25
Vermont,2014,05,4.68
Vermont,2014,06,4.57
Vermont,2014,07,6.27
Vermont,2014,08,3.48
Vermont,2014,09,1.85
Vermont,2014,10,5.13
Vermont,2014,11,2.55
Vermont,2014,12,4.63
Vermont,2015,01,2.79
Vermont,2015,02,1.79
Vermont,2015,03,1.34
Vermont,2015,04,2.71
Vermont,2015,05,3.06
Vermont,2015,06,8.63
Vermont,2015,07,4.08
Vermont,2015,08,2.95
Vermont,2015,09,4.73
Vermont,2015,10,3.48
Vermont,2015,11,1.81
Vermont,2015,12,5.07
Virginia,2000,01,3.25
Virginia,2000,02,1.81
Virginia,2000,03,3.25
Virginia,2000,04,4.66
Virginia,2000,05,3.29
Virginia,2000,06,5.51
Virginia,2000,07,5.13
Virginia,2000,08,4.57
Virginia,2000,09,4.83
Virginia,2000,10,0.09
Virginia,2000,11,1.88
Virginia,2000,12,2.04
Virginia,2001,01,2.26
Virginia,2001,02,2.01
Virginia,2001,03,4.45
Virginia,2001,04,1.64
Virginia,2001,05,4.88
Virginia,2001,06,4.62
Virginia,2001,07,5.21
Virginia,2001,08,3.84
Virginia,2001,09,2.20
Virginia,2001,10,0.89
Virginia,2001,11,0.59
Virginia,2001,12,2.29
Virginia,2002,01,2.99
Virginia,2002,02,0.90
Virginia,2002,03,4.39
Virginia,2002,04,3.20
Virginia,2002,05,3.52
Virginia,2002,06,2.54
Virginia,2002,07,3.97
Virginia,2002,08,2.98
Virginia,2002,09,3.49
Virginia,2002,10,5.74
Virginia,2002,11,4.80
Virginia,2002,12,4.10
Virginia,2003,01,2.19
Virginia,2003,02,6.10
Virginia,2003,03,4.33
Virginia,2003,04,4.79
Virginia,2003,05,7.22
Virginia,2003,06,6.49
Virginia,2003,07,6.15
Virginia,2003,08,5.29
Virginia,2003,09,8.15
Virginia,2003,10,2.66
Virginia,2003,11,4.35
Virginia,2003,12,4.17
Virginia,2004,01,1.95
Virginia,2004,02,2.38
Virginia,2004,03,2.17
Virginia,2004,04,4.13
Virginia,2004,05,4.40
Virginia,2004,06,5.37
Virginia,2004,07,5.81
Virginia,2004,08,6.03
Virginia,2004,09,7.25
Virginia,2004,10,2.35
Virginia,2004,11,4.21
Virginia,2004,12,2.90
Virginia,2005,01,3.09
Virginia,2005,02,1.82
Virginia,2005,03,3.80
Virginia,2005,04,3.10
Virginia,2005,05,3.15
Virginia,2005,06,2.47
Virginia,2005,07,5.65
Virginia,2005,08,3.37
Virginia,2005,09,0.71
Virginia,2005,10,5.53
Virginia,2005,11,3.66
Virginia,2005,12,3.47
Virginia,2006,01,3.10
Virginia,2006,02,1.65
Virginia,2006,03,0.70
Virginia,2006,04,3.49
Virginia,2006,05,2.55
Virginia,2006,06,7.06
Virginia,2006,07,4.11
Virginia,2006,08,3.22
Virginia,2006,09,6.91
Virginia,2006,10,6.23
Virginia,2006,11,5.28
Virginia,2006,12,1.90
Virginia,2007,01,3.19
Virginia,2007,02,2.15
Virginia,2007,03,3.29
Virginia,2007,04,3.72
Virginia,2007,05,2.16
Virginia,2007,06,3.77
Virginia,2007,07,3.09
Virginia,2007,08,3.17
Virginia,2007,09,1.54
Virginia,2007,10,4.72
Virginia,2007,11,1.05
Virginia,2007,12,3.35
Virginia,2008,01,1.42
Virginia,2008,02,2.71
Virginia,2008,03,3.23
Virginia,2008,04,5.61
Virginia,2008,05,4.23
Virginia,2008,06,3.01
Virginia,2008,07,4.05
Virginia,2008,08,3.66
Virginia,2008,09,4.34
Virginia,2008,10,1.49
Virginia,2008,11,2.89
Virginia,2008,12,4.00
Virginia,2009,01,2.92
Virginia,2009,02,0.94
Virginia,2009,03,4.01
Virginia,2009,04,3.12
Virginia,2009,05,6.13
Virginia,2009,06,5.20
Virginia,2009,07,4.07
Virginia,2009,08,4.19
Virginia,2009,09,3.72
Virginia,2009,10,3.12
Virginia,2009,11,6.68
Virginia,2009,12,7.15
Virginia,2010,01,4.18
Virginia,2010,02,2.96
Virginia,2010,03,4.61
Virginia,2010,04,1.73
Virginia,2010,05,4.25
Virginia,2010,06,2.53
Virginia,2010,07,2.82
Virginia,2010,08,4.56
Virginia,2010,09,5.36
Virginia,2010,10,3.79
Virginia,2010,11,2.00
Virginia,2010,12,2.95
Virginia,2011,01,1.58
Virginia,2011,02,1.68
Virginia,2011,03,5.28
Virginia,2011,04,4.75
Virginia,2011,05,4.33
Virginia,2011,06,3.28
Virginia,2011,07,4.16
Virginia,2011,08,5.14
Virginia,2011,09,6.83
Virginia,2011,10,3.78
Virginia,2011,11,3.86
Virginia,2011,12,3.63
Virginia,2012,01,2.26
Virginia,2012,02,2.54
Virginia,2012,03,3.87
Virginia,2012,04,3.04
Virginia,2012,05,4.14
Virginia,2012,06,2.85
Virginia,2012,07,4.63
Virginia,2012,08,4.74
Virginia,2012,09,4.14
Virginia,2012,10,4.09
Virginia,2012,11,0.67
Virginia,2012,12,3.08
Virginia,2013,01,5.95
Virginia,2013,02,2.27
Virginia,2013,03,3.70
Virginia,2013,04,3.56
Virginia,2013,05,4.37
Virginia,2013,06,7.02
Virginia,2013,07,6.46
Virginia,2013,08,4.47
Virginia,2013,09,1.64
Virginia,2013,10,3.09
Virginia,2013,11,3.03
Virginia,2013,12,5.81
Virginia,2014,01,2.69
Virginia,2014,02,3.36
Virginia,2014,03,3.29
Virginia,2014,04,4.73
Virginia,2014,05,4.35
Virginia,2014,06,3.49
Virginia,2014,07,3.82
Virginia,2014,08,4.69
Virginia,2014,09,2.97
Virginia,2014,10,4.03
Virginia,2014,11,3.13
Virginia,2014,12,3.21
Virginia,2015,01,2.59
Virginia,2015,02,2.66
Virginia,2015,03,3.75
Virginia,2015,04,4.51
Virginia,2015,05,2.15
Virginia,2015,06,6.95
Virginia,2015,07,5.05
Virginia,2015,08,2.65
Virginia,2015,09,5.73
Virginia,2015,10,4.58
Virginia,2015,11,3.92
Virginia,2015,12,5.22
Washington,2000,01,6.09
Washington,2000,02,4.28
Washington,2000,03,3.94
Washington,2000,04,2.29
Washington,2000,05,3.06
Washington,2000,06,2.14
Washington,2000,07,0.68
Washington,2000,08,0.40
Washington,2000,09,1.97
Washington,2000,10,2.93
Washington,2000,11,3.02
Washington,2000,12,3.41
Washington,2001,01,2.98
Washington,2001,02,2.08
Washington,2001,03,3.56
Washington,2001,04,3.26
Washington,2001,05,1.92
Washington,2001,06,2.48
Washington,2001,07,0.73
Washington,2001,08,1.43
Washington,2001,09,0.79
Washington,2001,10,4.60
Washington,2001,11,7.67
Washington,2001,12,7.66
Washington,2002,01,7.33
Washington,2002,02,4.23
Washington,2002,03,4.46
Washington,2002,04,3.23
Washington,2002,05,2.00
Washington,2002,06,1.81
Washington,2002,07,0.55
Washington,2002,08,0.31
Washington,2002,09,0.79
Washington,2002,10,0.64
Washington,2002,11,3.80
Washington,2002,12,7.36
Washington,2003,01,8.26
Washington,2003,02,2.49
Washington,2003,03,7.09
Washington,2003,04,3.84
Washington,2003,05,1.48
Washington,2003,06,0.52
Washington,2003,07,0.14
Washington,2003,08,0.29
Washington,2003,09,1.23
Washington,2003,10,6.32
Washington,2003,11,6.31
Washington,2003,12,5.51
Washington,2004,01,6.20
Washington,2004,02,3.20
Washington,2004,03,3.23
Washington,2004,04,1.35
Washington,2004,05,3.06
Washington,2004,06,1.63
Washington,2004,07,0.40
Washington,2004,08,3.21
Washington,2004,09,2.81
Washington,2004,10,3.81
Washington,2004,11,3.79
Washington,2004,12,4.96
Washington,2005,01,4.58
Washington,2005,02,1.11
Washington,2005,03,4.39
Washington,2005,04,3.37
Washington,2005,05,3.64
Washington,2005,06,2.03
Washington,2005,07,1.09
Washington,2005,08,0.49
Washington,2005,09,1.59
Washington,2005,10,4.15
Washington,2005,11,5.48
Washington,2005,12,6.72
Washington,2006,01,11.78
Washington,2006,02,3.57
Washington,2006,03,3.48
Washington,2006,04,2.93
Washington,2006,05,2.37
Washington,2006,06,2.23
Washington,2006,07,0.38
Washington,2006,08,0.18
Washington,2006,09,1.17
Washington,2006,10,1.81
Washington,2006,11,13.51
Washington,2006,12,6.85
Washington,2007,01,5.11
Washington,2007,02,4.61
Washington,2007,03,5.26
Washington,2007,04,2.13
Washington,2007,05,1.42
Washington,2007,06,1.68
Washington,2007,07,1.06
Washington,2007,08,0.70
Washington,2007,09,1.43
Washington,2007,10,4.06
Washington,2007,11,3.97
Washington,2007,12,8.81
Washington,2008,01,5.79
Washington,2008,02,3.65
Washington,2008,03,4.03
Washington,2008,04,2.29
Washington,2008,05,1.58
Washington,2008,06,1.88
Washington,2008,07,0.48
Washington,2008,08,2.13
Washington,2008,09,0.65
Washington,2008,10,2.36
Washington,2008,11,6.84
Washington,2008,12,5.71
Washington,2009,01,6.23
Washington,2009,02,1.98
Washington,2009,03,4.89
Washington,2009,04,2.66
Washington,2009,05,3.12
Washington,2009,06,0.96
Washington,2009,07,0.66
Washington,2009,08,0.86
Washington,2009,09,1.65
Washington,2009,10,5.57
Washington,2009,11,7.93
Washington,2009,12,3.39
Washington,2010,01,6.24
Washington,2010,02,3.38
Washington,2010,03,3.72
Washington,2010,04,4.04
Washington,2010,05,4.28
Washington,2010,06,3.28
Washington,2010,07,0.41
Washington,2010,08,0.74
Washington,2010,09,3.46
Washington,2010,10,4.29
Washington,2010,11,5.78
Washington,2010,12,7.71
Washington,2011,01,6.53
Washington,2011,02,4.09
Washington,2011,03,7.81
Washington,2011,04,4.67
Washington,2011,05,4.09
Washington,2011,06,1.44
Washington,2011,07,1.06
Washington,2011,08,0.20
Washington,2011,09,1.29
Washington,2011,10,3.34
Washington,2011,11,6.10
Washington,2011,12,3.20
Washington,2012,01,6.35
Washington,2012,02,4.76
Washington,2012,03,7.87
Washington,2012,04,3.93
Washington,2012,05,2.31
Washington,2012,06,3.93
Washington,2012,07,1.43
Washington,2012,08,0.10
Washington,2012,09,0.16
Washington,2012,10,6.47
Washington,2012,11,7.31
Washington,2012,12,8.25
Washington,2013,01,3.97
Washington,2013,02,2.76
Washington,2013,03,3.75
Washington,2013,04,4.23
Washington,2013,05,3.01
Washington,2013,06,2.26
Washington,2013,07,0.16
Washington,2013,08,1.60
Washington,2013,09,5.60
Washington,2013,10,1.37
Washington,2013,11,4.03
Washington,2013,12,2.94
Washington,2014,01,4.42
Washington,2014,02,6.28
Washington,2014,03,7.78
Washington,2014,04,3.78
Washington,2014,05,2.44
Washington,2014,06,1.73
Washington,2014,07,0.77
Washington,2014,08,1.47
Washington,2014,09,1.80
Washington,2014,10,6.01
Washington,2014,11,6.10
Washington,2014,12,6.23
Washington,2015,01,4.96
Washington,2015,02,4.30
Washington,2015,03,4.32
Washington,2015,04,1.82
Washington,2015,05,1.51
Washington,2015,06,0.47
Washington,2015,07,0.42
Washington,2015,08,1.33
Washington,2015,09,1.50
Washington,2015,10,4.18
Washington,2015,11,7.02
Washington,2015,12,11.42
West Virginia,2000,01,1.99
West Virginia,2000,02,4.00
West Virginia,2000,03,2.98
West Virginia,2000,04,4.37
West Virginia,2000,05,4.19
West Virginia,2000,06,5.53
West Virginia,2000,07,5.32
West Virginia,2000,08,4.85
West Virginia,2000,09,4.42
West Virginia,2000,10,0.87
West Virginia,2000,11,1.82
West Virginia,2000,12,2.25
West Virginia,2001,01,2.60
West Virginia,2001,02,2.16
West Virginia,2001,03,3.52
West Virginia,2001,04,2.26
West Virginia,2001,05,6.49
West Virginia,2001,06,4.18
West Virginia,2001,07,7.61
West Virginia,2001,08,3.41
West Virginia,2001,09,2.49
West Virginia,2001,10,1.28
West Virginia,2001,11,1.27
West Virginia,2001,12,2.60
West Virginia,2002,01,3.09
West Virginia,2002,02,1.00
West Virginia,2002,03,5.05
West Virginia,2002,04,6.03
West Virginia,2002,05,5.07
West Virginia,2002,06,4.41
West Virginia,2002,07,5.09
West Virginia,2002,08,1.90
West Virginia,2002,09,3.87
West Virginia,2002,10,5.48
West Virginia,2002,11,4.13
West Virginia,2002,12,3.44
West Virginia,2003,01,2.42
West Virginia,2003,02,6.23
West Virginia,2003,03,2.06
West Virginia,2003,04,3.80
West Virginia,2003,05,7.25
West Virginia,2003,06,6.66
West Virginia,2003,07,5.85
West Virginia,2003,08,5.30
West Virginia,2003,09,6.69
West Virginia,2003,10,3.04
West Virginia,2003,11,6.68
West Virginia,2003,12,3.45
West Virginia,2004,01,3.32
West Virginia,2004,02,2.88
West Virginia,2004,03,3.88
West Virginia,2004,04,5.51
West Virginia,2004,05,6.53
West Virginia,2004,06,4.60
West Virginia,2004,07,4.32
West Virginia,2004,08,4.06
West Virginia,2004,09,7.47
West Virginia,2004,10,3.53
West Virginia,2004,11,3.84
West Virginia,2004,12,3.14
West Virginia,2005,01,3.98
West Virginia,2005,02,2.34
West Virginia,2005,03,4.24
West Virginia,2005,04,4.06
West Virginia,2005,05,3.34
West Virginia,2005,06,2.08
West Virginia,2005,07,5.63
West Virginia,2005,08,4.54
West Virginia,2005,09,0.91
West Virginia,2005,10,4.19
West Virginia,2005,11,3.88
West Virginia,2005,12,2.70
West Virginia,2006,01,3.88
West Virginia,2006,02,1.37
West Virginia,2006,03,1.92
West Virginia,2006,04,4.66
West Virginia,2006,05,2.72
West Virginia,2006,06,6.20
West Virginia,2006,07,4.50
West Virginia,2006,08,3.26
West Virginia,2006,09,4.98
West Virginia,2006,10,5.45
West Virginia,2006,11,2.86
West Virginia,2006,12,1.83
West Virginia,2007,01,3.47
West Virginia,2007,02,2.47
West Virginia,2007,03,3.96
West Virginia,2007,04,4.62
West Virginia,2007,05,2.03
West Virginia,2007,06,3.58
West Virginia,2007,07,5.14
West Virginia,2007,08,3.46
West Virginia,2007,09,2.38
West Virginia,2007,10,3.64
West Virginia,2007,11,3.00
West Virginia,2007,12,5.10
West Virginia,2008,01,2.92
West Virginia,2008,02,3.65
West Virginia,2008,03,4.44
West Virginia,2008,04,4.17
West Virginia,2008,05,5.45
West Virginia,2008,06,5.69
West Virginia,2008,07,4.94
West Virginia,2008,08,3.11
West Virginia,2008,09,1.78
West Virginia,2008,10,1.51
West Virginia,2008,11,2.78
West Virginia,2008,12,5.60
West Virginia,2009,01,4.49
West Virginia,2009,02,1.48
West Virginia,2009,03,2.68
West Virginia,2009,04,3.98
West Virginia,2009,05,7.07
West Virginia,2009,06,4.40
West Virginia,2009,07,5.25
West Virginia,2009,08,4.04
West Virginia,2009,09,3.26
West Virginia,2009,10,3.67
West Virginia,2009,11,1.72
West Virginia,2009,12,4.77
West Virginia,2010,01,3.58
West Virginia,2010,02,3.35
West Virginia,2010,03,3.44
West Virginia,2010,04,2.01
West Virginia,2010,05,5.56
West Virginia,2010,06,4.56
West Virginia,2010,07,4.83
West Virginia,2010,08,3.48
West Virginia,2010,09,2.61
West Virginia,2010,10,2.59
West Virginia,2010,11,2.85
West Virginia,2010,12,3.57
West Virginia,2011,01,2.25
West Virginia,2011,02,2.95
West Virginia,2011,03,5.74
West Virginia,2011,04,7.59
West Virginia,2011,05,5.15
West Virginia,2011,06,4.05
West Virginia,2011,07,3.91
West Virginia,2011,08,3.81
West Virginia,2011,09,6.43
West Virginia,2011,10,4.87
West Virginia,2011,11,4.54
West Virginia,2011,12,3.81
West Virginia,2012,01,3.09
West Virginia,2012,02,2.30
West Virginia,2012,03,4.92
West Virginia,2012,04,2.86
West Virginia,2012,05,4.94
West Virginia,2012,06,2.64
West Virginia,2012,07,5.88
West Virginia,2012,08,2.58
West Virginia,2012,09,5.23
West Virginia,2012,10,4.58
West Virginia,2012,11,0.77
West Virginia,2012,12,4.83
West Virginia,2013,01,4.41
West Virginia,2013,02,1.83
West Virginia,2013,03,3.28
West Virginia,2013,04,2.50
West Virginia,2013,05,3.98
West Virginia,2013,06,5.96
West Virginia,2013,07,6.17
West Virginia,2013,08,5.51
West Virginia,2013,09,2.39
West Virginia,2013,10,2.15
West Virginia,2013,11,3.40
West Virginia,2013,12,6.01
West Virginia,2014,01,2.25
West Virginia,2014,02,4.18
West Virginia,2014,03,3.04
West Virginia,2014,04,3.06
West Virginia,2014,05,4.24
West Virginia,2014,06,4.54
West Virginia,2014,07,4.03
West Virginia,2014,08,4.42
West Virginia,2014,09,2.20
West Virginia,2014,10,5.19
West Virginia,2014,11,2.31
West Virginia,2014,12,3.33
West Virginia,2015,01,2.41
West Virginia,2015,02,2.74
West Virginia,2015,03,5.36
West Virginia,2015,04,6.34
West Virginia,2015,05,2.36
West Virginia,2015,06,6.43
West Virginia,2015,07,6.46
West Virginia,2015,08,2.71
West Virginia,2015,09,4.05
West Virginia,2015,10,2.76
West Virginia,2015,11,2.28
West Virginia,2015,12,4.72
Wisconsin,2000,01,1.17
Wisconsin,2000,02,1.27
Wisconsin,2000,03,1.36
Wisconsin,2000,04,2.42
Wisconsin,2000,05,4.26
Wisconsin,2000,06,6.68
Wisconsin,2000,07,4.33
Wisconsin,2000,08,3.80
Wisconsin,2000,09,3.78
Wisconsin,2000,10,0.89
Wisconsin,2000,11,2.71
Wisconsin,2000,12,1.51
Wisconsin,2001,01,1.17
Wisconsin,2001,02,1.65
Wisconsin,2001,03,0.68
Wisconsin,2001,04,4.86
